,Gender,Age,Socioeconomic Status,Employment Status,Age Category
4340,Male,57.68017400728739,Very Affluent,Employed,55-64
4341,Female,38.72432788180859,Average,Employed,35-44
4342,Female,35.6122186708342,Disadvantaged,Employed,35-44
4343,Male,73.3446796129715,Very Affluent,Not in Labour Force,65-74
4344,Male,51.97853680833081,Affluent,Employed,45-54
4345,Male,41.91263107144392,Average,Employed,35-44
4346,Male,41.64959863063404,Average,Employed,35-44
4347,Female,31.726064808942095,Disadvantaged,Employed,25-34
4348,Male,60.61625692932459,Very Affluent,Not in Labour Force,55-64
4349,Male,42.75968209222969,Average,Employed,35-44
4350,Female,22.394130286220314,Very Disadvantaged,Employed,15-24
4351,Female,18.324606893269976,Very Disadvantaged,Employed,15-24
4352,Female,40.8604887127366,Average,Employed,35-44
4353,Female,36.47323267600612,Average,Employed,35-44
4354,Male,52.3657961260454,Affluent,Employed,45-54
4355,Female,30.483621701800264,Disadvantaged,Not in Labour Force,25-34
4356,Male,42.03917805859911,Average,Employed,35-44
4357,Male,58.43541271802147,Very Affluent,Employed,55-64
4358,Male,47.28520324943178,Affluent,Employed,45-54
4359,Female,40.31960696420068,Average,Employed,35-44
4360,Female,37.65299540895656,Average,Employed,35-44
4361,Male,50.91438616156574,Affluent,Employed,45-54
4362,Male,45.125104098025105,Average,Employed,45-54
4363,Female,34.09180120964131,Disadvantaged,Not in Labour Force,35-44
4364,Female,18.632742547702584,Very Disadvantaged,Unemployed,15-24
4365,Male,46.47940549460632,Affluent,Employed,45-54
4366,Female,37.037153105280964,Average,Employed,35-44
4367,Female,28.946906649925825,Disadvantaged,Not in Labour Force,25-34
4368,Male,62.20448057987982,Very Affluent,Employed,55-64
4369,Female,35.05029596600236,Disadvantaged,Employed,35-44
4370,Female,20.66327370956418,Very Disadvantaged,Not in Labour Force,15-24
4371,Male,44.22830103737104,Average,Not in Labour Force,45-54
4372,Female,36.861019199336596,Average,Employed,35-44
4373,Female,33.27531301376287,Disadvantaged,Employed,25-34
4374,Male,44.98170637406051,Average,Employed,45-54
4375,Female,31.438502820848157,Disadvantaged,Employed,25-34
4376,Female,40.93898690387252,Average,Employed,35-44
4377,Female,34.248277257031866,Disadvantaged,Employed,35-44
4378,Female,32.34049517231492,Disadvantaged,Employed,25-34
4379,Female,30.180609873832882,Disadvantaged,Employed,25-34
4380,Male,51.45689554471895,Affluent,Employed,45-54
4381,Female,26.733897393232525,Very Disadvantaged,Employed,25-34
4382,Male,41.1374550644168,Average,Employed,35-44
4383,Female,28.48215939793974,Disadvantaged,Employed,25-34
4384,Female,31.520920943782606,Disadvantaged,Employed,25-34
4385,Male,42.92615642482721,Average,Employed,35-44
4386,Male,46.41231081060832,Affluent,Employed,45-54
4387,Female,16.199664024018947,Very Disadvantaged,Not in Labour Force,15-24
4388,Female,27.22602600144149,Disadvantaged,Employed,25-34
4389,Female,38.45433650327097,Average,Employed,35-44
4390,Male,60.9026618753397,Very Affluent,Unemployed,55-64
4391,Male,43.96855496022288,Average,Employed,35-44
4392,Female,31.355699650921707,Disadvantaged,Employed,25-34
4393,Female,34.57884085488024,Disadvantaged,Employed,35-44
4394,Female,19.31545234167411,Very Disadvantaged,Not in Labour Force,15-24
4395,Male,69.04759177088334,Very Affluent,Not in Labour Force,65-74
4396,Female,31.481975310223575,Disadvantaged,Not in Labour Force,25-34
4397,Male,72.65762093789397,Very Affluent,Not in Labour Force,65-74
4398,Male,51.63217387652139,Affluent,Employed,45-54
4399,Female,15.526972705642681,Very Disadvantaged,Employed,15-24
4400,Male,59.45931307042544,Very Affluent,Employed,55-64
4401,Female,17.24830109134339,Very Disadvantaged,Not in Labour Force,15-24
4402,Male,50.24651875692269,Affluent,Employed,45-54
4403,Male,57.63159801640526,Very Affluent,Employed,55-64
4404,Female,31.73076441324207,Disadvantaged,Employed,25-34
4405,Female,40.891828779059836,Average,Employed,35-44
4406,Male,79.57824985447593,Very Affluent,Not in Labour Force,75+
4407,Female,35.98966587352265,Disadvantaged,Employed,35-44
4408,Male,82.96534695557342,Very Affluent,Not in Labour Force,75+
4409,Male,57.391112102430384,Very Affluent,Employed,55-64
4410,Female,38.62942249955368,Average,Employed,35-44
4411,Male,65.61013917931064,Very Affluent,Not in Labour Force,65-74
4412,Male,45.66232836575909,Affluent,Employed,45-54
4413,Male,53.34472410893036,Affluent,Employed,45-54
4414,Female,19.628384172056602,Very Disadvantaged,Not in Labour Force,15-24
4415,Male,83.79715454294774,Very Affluent,Not in Labour Force,75+
4416,Female,28.136883560144042,Disadvantaged,Not in Labour Force,25-34
4417,Female,27.287961587677486,Disadvantaged,Employed,25-34
4418,Female,40.16568158328939,Average,Employed,35-44
4419,Female,19.206611908629537,Very Disadvantaged,Employed,15-24
4420,Female,30.43587236458373,Disadvantaged,Employed,25-34
4421,Male,61.64409434026542,Very Affluent,Not in Labour Force,55-64
4422,Male,67.28185102474043,Very Affluent,Not in Labour Force,65-74
4423,Male,41.73523482656527,Average,Employed,35-44
4424,Male,62.60643876741142,Very Affluent,Employed,55-64
4425,Female,31.808668004180262,Disadvantaged,Employed,25-34
4426,Female,28.181733456240224,Disadvantaged,Employed,25-34
4427,Female,21.09100220083212,Very Disadvantaged,Employed,15-24
4428,Female,40.96593423613984,Average,Employed,35-44
4429,Female,26.12239101857572,Very Disadvantaged,Unemployed,25-34
4430,Female,23.683557504378513,Very Disadvantaged,Employed,15-24
4431,Female,30.01993686890934,Disadvantaged,Not in Labour Force,25-34
4432,Female,31.38457173779542,Disadvantaged,Unemployed,25-34
4433,Male,62.34764250046102,Very Affluent,Employed,55-64
4434,Male,47.6925982648857,Affluent,Unemployed,45-54
4435,Female,19.967529987787195,Very Disadvantaged,Not in Labour Force,15-24
4436,Female,25.06620416066524,Very Disadvantaged,Employed,25-34
4437,Male,45.680078536813575,Affluent,Employed,45-54
4438,Female,37.74544023761345,Average,Employed,35-44
4439,Female,39.51025013053143,Average,Employed,35-44
4440,Female,39.796203546763984,Average,Employed,35-44
4441,Female,21.71739889982083,Very Disadvantaged,Employed,15-24
4442,Female,36.93230067826852,Average,Employed,35-44
4443,Male,69.83810546757174,Very Affluent,Not in Labour Force,65-74
4444,Male,44.768362131480885,Average,Employed,45-54
4445,Female,35.05055386740324,Disadvantaged,Employed,35-44
4446,Female,22.061635327013963,Very Disadvantaged,Employed,15-24
4447,Female,22.123775802579075,Very Disadvantaged,Employed,15-24
4448,Male,61.06381722400662,Very Affluent,Employed,55-64
4449,Female,36.22821998586871,Disadvantaged,Employed,35-44
4450,Female,38.13506708915378,Average,Employed,35-44
4451,Female,26.6716861486653,Very Disadvantaged,Employed,25-34
4452,Male,72.55591352241484,Very Affluent,Not in Labour Force,65-74
4453,Female,19.109512918067864,Very Disadvantaged,Not in Labour Force,15-24
4454,Female,18.822011829152896,Very Disadvantaged,Employed,15-24
4455,Female,27.728353136836137,Disadvantaged,Not in Labour Force,25-34
4456,Female,33.05512675700048,Disadvantaged,Employed,25-34
4457,Male,42.47690357544948,Average,Employed,35-44
4458,Male,68.56740952462296,Very Affluent,Not in Labour Force,65-74
4459,Female,40.957059899885486,Average,Employed,35-44
4460,Female,17.884924942695527,Very Disadvantaged,Unemployed,15-24
4461,Male,51.58074455193861,Affluent,Employed,45-54
4462,Female,39.13207738354197,Average,Employed,35-44
4463,Female,27.746357130837254,Disadvantaged,Employed,25-34
4464,Female,20.671934749151973,Very Disadvantaged,Not in Labour Force,15-24
4465,Male,49.481344122714724,Affluent,Not in Labour Force,45-54
4466,Male,46.01510495791122,Affluent,Employed,45-54
4467,Female,18.761142547812952,Very Disadvantaged,Not in Labour Force,15-24
4468,Male,52.282923637300286,Affluent,Employed,45-54
4469,Female,27.91800154738067,Disadvantaged,Employed,25-34
4470,Male,60.67153071347289,Very Affluent,Employed,55-64
4471,Male,46.67018254994326,Affluent,Not in Labour Force,45-54
4472,Female,29.938877845223878,Disadvantaged,Unemployed,25-34
4473,Female,16.516746384600097,Very Disadvantaged,Unemployed,15-24
4474,Male,56.94758255164416,Very Affluent,Employed,55-64
4475,Female,24.26209926493718,Very Disadvantaged,Employed,25-34
4476,Female,26.46151414822228,Very Disadvantaged,Not in Labour Force,25-34
4477,Female,29.48343946531467,Disadvantaged,Employed,25-34
4478,Male,44.722586271970485,Average,Employed,45-54
4479,Female,23.55074299298045,Very Disadvantaged,Unemployed,15-24
4480,Female,25.96859447027449,Very Disadvantaged,Employed,25-34
4481,Female,28.921882618380916,Disadvantaged,Employed,25-34
4482,Male,44.92242368027292,Average,Employed,45-54
4483,Female,18.68949755528824,Very Disadvantaged,Employed,15-24
4484,Female,31.831126894661416,Disadvantaged,Employed,25-34
4485,Female,27.66286808888909,Disadvantaged,Employed,25-34
4486,Female,24.982925864700412,Very Disadvantaged,Not in Labour Force,25-34
4487,Female,30.506200608879094,Disadvantaged,Employed,25-34
4488,Female,33.199486393672416,Disadvantaged,Employed,25-34
4489,Male,42.527695769778184,Average,Employed,35-44
4490,Female,20.59403123059447,Very Disadvantaged,Unemployed,15-24
4491,Male,63.49272521882415,Very Affluent,Not in Labour Force,55-64
4492,Female,15.726553105164111,Very Disadvantaged,Not in Labour Force,15-24
4493,Female,24.872043566607523,Very Disadvantaged,Employed,25-34
4494,Male,73.13931735631121,Very Affluent,Not in Labour Force,65-74
4495,Male,49.5711442184617,Affluent,Employed,45-54
4496,Female,36.564836582817335,Average,Employed,35-44
4497,Male,48.60040375643653,Affluent,Employed,45-54
4498,Female,28.593217964740607,Disadvantaged,Employed,25-34
4499,Male,59.05341438924293,Very Affluent,Not in Labour Force,55-64
4500,Female,24.933758653385446,Very Disadvantaged,Unemployed,25-34
4501,Male,58.74665343964037,Very Affluent,Employed,55-64
4502,Male,57.818346277211035,Very Affluent,Employed,55-64
4503,Male,54.85540313773009,Affluent,Employed,55-64
4504,Male,44.08243542556439,Average,Employed,45-54
4505,Female,17.91090324662499,Very Disadvantaged,Not in Labour Force,15-24
4506,Male,49.06891876961079,Affluent,Employed,45-54
4507,Male,65.49254697488502,Very Affluent,Not in Labour Force,65-74
4508,Female,37.35504227833114,Average,Unemployed,35-44
4509,Female,17.075145359418293,Very Disadvantaged,Unemployed,15-24
4510,Female,28.47224085426101,Disadvantaged,Employed,25-34
4511,Female,33.8106935677619,Disadvantaged,Not in Labour Force,25-34
4512,Male,45.50499533360399,Affluent,Employed,45-54
4513,Male,46.21324761097466,Affluent,Not in Labour Force,45-54
4514,Male,54.65829566467221,Affluent,Employed,55-64
4515,Female,31.91289224237853,Disadvantaged,Employed,25-34
4516,Female,34.521254889157206,Disadvantaged,Employed,35-44
4517,Male,69.86178115134308,Very Affluent,Not in Labour Force,65-74
4518,Male,48.16607291068524,Affluent,Employed,45-54
4519,Male,43.506617726181766,Average,Employed,35-44
4520,Male,58.305483543670555,Very Affluent,Employed,55-64
4521,Male,47.83946763957037,Affluent,Employed,45-54
4522,Male,64.8155010293256,Very Affluent,Not in Labour Force,65-74
4523,Male,51.46039444686192,Affluent,Employed,45-54
4524,Female,40.79596051057353,Average,Employed,35-44
4525,Female,33.940168357026025,Disadvantaged,Employed,25-34
4526,Female,24.931869365894478,Very Disadvantaged,Employed,25-34
4527,Male,48.28372508356823,Affluent,Unemployed,45-54
4528,Female,31.73539750817443,Disadvantaged,Employed,25-34
4529,Female,28.294885566908647,Disadvantaged,Employed,25-34
4530,Male,80.90799681542123,Very Affluent,Unemployed,75+
4531,Female,29.410835597369143,Disadvantaged,Employed,25-34
4532,Male,66.78246923120925,Very Affluent,Not in Labour Force,65-74
4533,Female,21.10356211124428,Very Disadvantaged,Employed,15-24
4534,Male,46.005777515921075,Affluent,Employed,45-54
4535,Female,26.932134780057996,Very Disadvantaged,Employed,25-34
4536,Male,45.04778364714424,Average,Employed,45-54
4537,Male,44.15522413438249,Average,Employed,45-54
4538,Female,33.17792171076192,Disadvantaged,Employed,25-34
4539,Female,21.93247298000395,Very Disadvantaged,Not in Labour Force,15-24
4540,Male,55.2858514744102,Affluent,Employed,55-64
4541,Male,74.5170544002763,Very Affluent,Not in Labour Force,75+
4542,Male,76.10622137170779,Very Affluent,Unemployed,75+
4543,Female,24.0440526628848,Very Disadvantaged,Employed,25-34
4544,Male,65.94235895009622,Very Affluent,Not in Labour Force,65-74
4545,Male,62.547370453769965,Very Affluent,Employed,55-64
4546,Female,27.446894866438193,Disadvantaged,Not in Labour Force,25-34
4547,Male,48.07291860587557,Affluent,Not in Labour Force,45-54
4548,Male,52.72498217078105,Affluent,Employed,45-54
4549,Female,15.687425837782289,Very Disadvantaged,Not in Labour Force,15-24
4550,Female,26.914562230149603,Very Disadvantaged,Employed,25-34
4551,Female,39.274573493146065,Average,Employed,35-44
4552,Male,48.44838592489505,Affluent,Employed,45-54
4553,Male,50.25787705144653,Affluent,Not in Labour Force,45-54
4554,Male,44.37337209494957,Average,Employed,45-54
4555,Female,38.04370289207974,Average,Employed,35-44
4556,Male,65.06681263187167,Very Affluent,Not in Labour Force,65-74
4557,Male,41.746848091994735,Average,Employed,35-44
4558,Male,63.10325231066901,Very Affluent,Employed,55-64
4559,Male,47.38934146450407,Affluent,Employed,45-54
4560,Female,23.51560618796086,Very Disadvantaged,Employed,15-24
4561,Male,80.1297312599421,Very Affluent,Unemployed,75+
4562,Female,39.470862322958766,Average,Employed,35-44
4563,Male,60.60706199537143,Very Affluent,Employed,55-64
4564,Male,49.428932151570685,Affluent,Employed,45-54
4565,Male,52.127288675196596,Affluent,Employed,45-54
4566,Male,53.86711153990512,Affluent,Employed,45-54
4567,Male,44.78367693893874,Average,Employed,45-54
4568,Female,32.49396047229274,Disadvantaged,Not in Labour Force,25-34
4569,Female,21.07738475805061,Very Disadvantaged,Employed,15-24
4570,Female,30.68654433649165,Disadvantaged,Employed,25-34
4571,Male,54.26732432463419,Affluent,Employed,55-64
4572,Female,26.024096592332995,Very Disadvantaged,Employed,25-34
4573,Male,61.46848503768784,Very Affluent,Employed,55-64
4574,Female,31.34344375368715,Disadvantaged,Employed,25-34
4575,Female,19.216275331117092,Very Disadvantaged,Not in Labour Force,15-24
4576,Female,28.32858744483505,Disadvantaged,Employed,25-34
4577,Female,33.08153963621718,Disadvantaged,Employed,25-34
4578,Male,52.657123846683646,Affluent,Not in Labour Force,45-54
4579,Female,15.401727316244337,Very Disadvantaged,Not in Labour Force,15-24
4580,Female,40.86117768140031,Average,Employed,35-44
4581,Male,57.386478497499255,Very Affluent,Not in Labour Force,55-64
4582,Male,50.619842502299505,Affluent,Employed,45-54
4583,Male,68.25906960510964,Very Affluent,Not in Labour Force,65-74
4584,Male,60.194757228557364,Very Affluent,Not in Labour Force,55-64
4585,Female,35.11813345633009,Disadvantaged,Employed,35-44
4586,Male,69.45166138916863,Very Affluent,Not in Labour Force,65-74
4587,Female,39.849628903821014,Average,Employed,35-44
4588,Male,67.89595835131047,Very Affluent,Not in Labour Force,65-74
4589,Male,49.13207523138051,Affluent,Employed,45-54
4590,Male,67.38650429963933,Very Affluent,Not in Labour Force,65-74
4591,Male,54.24497729134871,Affluent,Employed,55-64
4592,Male,64.03856640133858,Very Affluent,Not in Labour Force,65-74
4593,Female,27.844297714572562,Disadvantaged,Not in Labour Force,25-34
4594,Female,23.226732339633855,Very Disadvantaged,Employed,15-24
4595,Female,37.35016390951729,Average,Employed,35-44
4596,Female,28.37712369543391,Disadvantaged,Employed,25-34
4597,Male,50.96469746082927,Affluent,Employed,45-54
4598,Female,15.045042658632937,Very Disadvantaged,Employed,15-24
4599,Female,26.03688625523101,Very Disadvantaged,Employed,25-34
4600,Female,35.90426915868981,Disadvantaged,Employed,35-44
4601,Male,45.03477321442013,Average,Employed,45-54
4602,Female,39.234143243805406,Average,Employed,35-44
4603,Female,27.254678177085765,Disadvantaged,Employed,25-34
4604,Male,41.977619145388225,Average,Employed,35-44
4605,Male,46.49373693593999,Affluent,Employed,45-54
4606,Female,17.19311456425195,Very Disadvantaged,Employed,15-24
4607,Male,58.9650916884192,Very Affluent,Employed,55-64
4608,Male,57.281736958466134,Very Affluent,Employed,55-64
4609,Female,31.05879883327023,Disadvantaged,Employed,25-34
4610,Male,42.80941582249912,Average,Employed,35-44
4611,Female,15.995073547295373,Very Disadvantaged,Employed,15-24
4612,Female,25.274843829329605,Very Disadvantaged,Employed,25-34
4613,Male,47.01176694615883,Affluent,Employed,45-54
4614,Male,46.8947467964279,Affluent,Employed,45-54
4615,Female,19.210840751658004,Very Disadvantaged,Not in Labour Force,15-24
4616,Male,54.65131364103446,Affluent,Employed,55-64
4617,Male,45.96036130339955,Affluent,Employed,45-54
4618,Female,34.4094195077964,Disadvantaged,Employed,35-44
4619,Male,45.04929681592453,Average,Employed,45-54
4620,Male,62.80854257558088,Very Affluent,Not in Labour Force,55-64
4621,Female,39.054030833059436,Average,Not in Labour Force,35-44
4622,Female,21.83359479356968,Very Disadvantaged,Employed,15-24
4623,Female,35.91854225725441,Disadvantaged,Employed,35-44
